65	| α 粒子核（¹²C、¹⁶O、²⁰Ne、²⁴Mg、²⁸Si、³²S、³⁶Ar、⁴⁰Ca）丰度偏高 | He 燃烧和 α 过程比 H 燃烧、s 过程在轻区更有效 |	| $\alpha$ 粒子核（$^{12}{\rm C}$、$^{16}{\rm O}$、$^{20}{\rm Ne}$、$^{24}{\rm Mg}$、$^{28}{\rm Si}$、$^{32}{\rm S}$、$^{36}{\rm Ar}$、$^{40}{\rm Ca}$）丰度偏高 | He 燃烧和 $\alpha$ 过程比 H 燃烧、s 过程在轻区更有效 |	R2 核素/希腊字母/单位
66	| 以 Fe⁵⁶ 为中心的强大丰度峰 | ε 过程；恒星演化到 Fe⁵⁶ 附近（结合能最小处）时释放能量最大 |	| 以 Fe⁵⁶ 为中心的强大丰度峰 | $\epsilon$ 过程；恒星演化到 Fe⁵⁶ 附近（结合能最小处）时释放能量最大 |	R2 核素/希腊字母/单位
93	3. **观测反例**：S 型星中的 **Tc⁹⁹**、超新星中的 **⁵⁶Co**（⁵⁶Ni 衰变）——直接证据表明核合成仍在进行中。	3. **观测反例**：S 型星中的 **Tc⁹⁹**、超新星中的 **$^{56}{\rm Co}$**（$^{56}{\rm Ni}$ 衰变）——直接证据表明核合成仍在进行中。	R2 核素/希腊字母/单位
116	> "Our view is that the elements have evolved, and are evolving, by a whole series of processes. These are marked in the schematic abundance curve, Fig. I.1, as H burning, He burning, α, ε, r, s, and p processes. The nature of these processes is shown in detail in Fig. I.2."	> "Our view is that the elements have evolved, and are evolving, by a whole series of processes. These are marked in the schematic abundance curve, Fig. I.1, as H burning, He burning, $\alpha$, $\epsilon$, r, s, and p processes. The nature of these processes is shown in detail in Fig. I.2."	R2 核素/希腊字母/单位
120	- **pp 链 → He⁴ → ³He → ⁷Li** 等轻核合成（H 燃烧）。	- **pp 链 → He⁴ → $^{3}{\rm He}$ → $^{7}{\rm Li}$** 等轻核合成（H 燃烧）。	R2 核素/希腊字母/单位
122	- **He 燃烧**：3α→¹²C → α 俘获 → ¹⁶O、²⁰Ne、²⁴Mg。	- **He 燃烧**：3$\alpha$→$^{12}{\rm C}$ → $\alpha$ 俘获 → $^{16}{\rm O}$、$^{20}{\rm Ne}$、$^{24}{\rm Mg}$。	R2 核素/希腊字母/单位
123	- **α 过程**：²⁰Ne 起 α 链 → ²⁸Si、³²S、³⁶Ar、⁴⁰Ca、⁴⁴Ca、⁴⁸Ti。	- **$\alpha$ 过程**：$^{20}{\rm Ne}$ 起 $\alpha$ 链 → $^{28}{\rm Si}$、$^{32}{\rm S}$、$^{36}{\rm Ar}$、$^{40}{\rm Ca}$、$^{44}{\rm Ca}$、$^{48}{\rm Ti}$。	R2 核素/希腊字母/单位
124	- **ε 过程**：铁族，统计平衡（— — — 线）。	- **$\epsilon$ 过程**：铁族，统计平衡（— — — 线）。	R2 核素/希腊字母/单位
125	- **s 过程**：Fe⁵⁶ 起 (n,γ) 慢俘获链 → 上至 Bi/Pb 区（曲线箭头）。	- **s 过程**：Fe⁵⁶ 起 (n,$\gamma$) 慢俘获链 → 上至 Bi/Pb 区（曲线箭头）。	R2 核素/希腊字母/单位
126	- **r 过程**：Fe⁵⁶ 起 (n,γ) 快速俘获链 → 上至 U/Th 区（曲线箭头）。	- **r 过程**：Fe⁵⁶ 起 (n,$\gamma$) 快速俘获链 → 上至 U/Th 区（曲线箭头）。	R2 核素/希腊字母/单位
127	- **p 过程**：(p,γ)/(γ,n) 光致蜕变修改 → 质子富集核。	- **p 过程**：(p,$\gamma$)/($\gamma$,n) 光致蜕变修改 → 质子富集核。	R2 核素/希腊字母/单位
129	- **⁵⁶Co** 标出为"超新星快中子俘获的证据"。	- **$^{56}{\rm Co}$** 标出为"超新星快中子俘获的证据"。	R2 核素/希腊字母/单位
134	- `---` = ε 平衡过程	- `---` = $\epsilon$ 平衡过程	R2 核素/希腊字母/单位
135	- `····` = α 俘获过程	- `····` = $\alpha$ 俘获过程	R2 核素/希腊字母/单位
137	- 虚线箭头 = 光致蜕变/α 衰变/裂变	- 虚线箭头 = 光致蜕变/$\alpha$ 衰变/裂变	R2 核素/希腊字母/单位
157	| α 过程（24,28,…,48） | 2.2×$10^{6}$ | 5.1×$10^{-7}$ |	| $\alpha$ 过程（24,28,…,48） | 2.2×$10^{6}$ | 5.1×$10^{-7}$ |	R2 核素/希腊字母/单位
159	| ε 过程（50≤A≤62） | 6.4×$10^{5}$ | 1.5×$10^{-6}$ |	| $\epsilon$ 过程（50≤A≤62） | 6.4×$10^{5}$ | 1.5×$10^{-6}$ |	R2 核素/希腊字母/单位
166	**总结 [FACT]**：Σ(H)=0.755，F(He)=0.231，Z(A<4)=0.014	**总结 [FACT]**：$\Sigma$(H)=0.755，F(He)=0.231，Z(A<4)=0.014	R2 核素/希腊字母/单位
175	→ 观测到 Tc⁹⁹/⁵⁶Co 表明合成仍在恒星内进行	→ 观测到 Tc⁹⁹/$^{56}{\rm Co}$ 表明合成仍在恒星内进行	R2 核素/希腊字母/单位
183	1. 论文的开篇逻辑结构是"由事实（丰度曲线）反推动因"：作者先列出异常（幻数峰、Fe 峰、α 粒子的过剩），再提出"每种异常必然对应一种合成机制"——这一思路奠定了后文每一个过程论证的结构。	1. 论文的开篇逻辑结构是"由事实（丰度曲线）反推动因"：作者先列出异常（幻数峰、Fe 峰、$\alpha$ 粒子的过剩），再提出"每种异常必然对应一种合成机制"——这一思路奠定了后文每一个过程论证的结构。	R2 核素/希腊字母/单位
200	- 第 III 章（H/He 燃烧与 α 过程） → `03_figures.md`	- 第 III 章（H/He 燃烧与 $\alpha$ 过程） → `03_figures.md`	R2 核素/希腊字母/单位
201	- 第 IV 章（ε 过程） → `04_epsilon_process.md`	- 第 IV 章（$\epsilon$ 过程） → `04_epsilon_process.md`	R2 核素/希腊字母/单位
1	> 本章属于：B²FH (1957) — *Synthesis of the Elements in Stars*	> 本章属于：B$^2$FH (1957) — *Synthesis of the Elements in Stars*	R2 核素/希腊字母/单位
21	- 合成 ¹²C（由 3α 反应）；进一步 α 俘获产生 ¹⁶O、²⁰Ne，可能还有 ²⁴Mg。	- 合成 $^{12}{\rm C}$（由 3$\alpha$ 反应）；进一步 $\alpha$ 俘获产生 $^{16}{\rm O}$、$^{20}{\rm Ne}$，可能还有 $^{24}{\rm Mg}$。	R2 核素/希腊字母/单位
24	### (iii) α Process（alpha Process）	### (iii) $\alpha$ Process（alpha Process）	R2 核素/希腊字母/单位
25	- α 粒子依次加成到 ²⁰Ne 上合成 **四结构核**：**²⁴Mg, ²⁸Si, ³²S, ³⁶Ar, ⁴⁰Ca**，可能还有 ⁴⁴Ca, ⁴⁸Ti。	- $\alpha$ 粒子依次加成到 $^{20}{\rm Ne}$ 上合成 **四结构核**：**$^{24}{\rm Mg}$, $^{28}{\rm Si}$, $^{32}{\rm S}$, $^{36}{\rm Ar}$, $^{40}{\rm Ca}$**，可能还有 $^{44}{\rm Ca}$, $^{48}{\rm Ti}$。	R2 核素/希腊字母/单位
26	- α 粒子来源不同于 He 燃烧（来自中子产生反应等）。	- $\alpha$ 粒子来源不同于 He 燃烧（来自中子产生反应等）。	R2 核素/希腊字母/单位
28	### (iv) ε Process（equilibrium Process）	### (iv) $\epsilon$ Process（equilibrium Process）	R2 核素/希腊字母/单位
33	- 通过 (n,γ) 中子俘获合成，**每次中子俘获时间标度从 $10^{3}$ yr 到 ~$10^{7}$ yr**（比夹在中间的 β 衰变慢）。	- 通过 (n,$\gamma$) 中子俘获合成，**每次中子俘获时间标度从 $10^{3}$ yr 到 ~$10^{7}$ yr**（比夹在中间的 $\beta$ 衰变慢）。	R2 核素/希腊字母/单位
39	- 通过 (n,γ) 中子俘获合成，时间标度极短 **~0.01–1 s**（β 衰变夹在中子俘获之间）。	- 通过 (n,$\gamma$) 中子俘获合成，时间标度极短 **~0.01–1 s**（$\beta$ 衰变夹在中子俘获之间）。	R2 核素/希腊字母/单位
40	- 产物：**A=70–209 区间大量同位素**，以及 **U 和 Th**；可能还有轻元素合成（⁴⁴Ca, ⁴⁸Ca, ⁵⁰Ca，可能 ⁴⁶Ti, ⁴⁸Ti, ⁵⁰Ti）。	- 产物：**A=70–209 区间大量同位素**，以及 **U 和 Th**；可能还有轻元素合成（$^{44}{\rm Ca}$, $^{48}{\rm Ca}$, $^{50}{\rm Ca}$，可能 $^{46}{\rm Ti}$, $^{48}{\rm Ti}$, $^{50}{\rm Ti}$）。	R2 核素/希腊字母/单位
45	- (p,γ) 质子俘获或 (γ,n) 光致蜕变。	- (p,$\gamma$) 质子俘获或 ($\gamma$,n) 光致蜕变。	R2 核素/希腊字母/单位
56	- **¹²C(n,α)⁹Be** — Cameron (1954, 1955) & Greenstein (1954)	- **$^{12}{\rm C}$(n,$\alpha$)$^{9}{\rm Be}$** — Cameron (1954, 1955) & Greenstein (1954)	R2 核素/希腊字母/单位
57	- **²⁰Ne(α,n)²⁴Mg** — Fowler, Burbidge, Burbidge (1955)	- **$^{20}{\rm Ne}$($\alpha$,n)$^{24}{\rm Mg}$** — Fowler, Burbidge, Burbidge (1955)	R2 核素/希腊字母/单位
72	- 某些同位素被**屏蔽**（shielded）——它们不可能通过中子俘获链从邻近核到达（因为邻近核的 (n,γ) 截面极小）。	- 某些同位素被**屏蔽**（shielded）——它们不可能通过中子俘获链从邻近核到达（因为邻近核的 (n,$\gamma$) 截面极小）。	R2 核素/希腊字母/单位
79	- **稳态流（Steady Flow）**：对 s 过程而言，稳态流给出 σ(A)·N(A) = const。σN 曲线的形状是区分过程的关键。	- **稳态流（Steady Flow）**：对 s 过程而言，稳态流给出 $\sigma$(A)·N(A) = const。$\sigma$N 曲线的形状是区分过程的关键。	R2 核素/希腊字母/单位
80	- Suess & Urey 及 Coryell 指出：A=90/138/208 的峰强烈表明 s 过程（稳定核有 N=50, 82, 126 封闭壳）；A=80/130/194 的峰向低 A 偏移 ΔA=8–14，表明 r 过程（中子更富集一侧）。	- Suess & Urey 及 Coryell 指出：A=90/138/208 的峰强烈表明 s 过程（稳定核有 N=50, 82, 126 封闭壳）；A=80/130/194 的峰向低 A 偏移 $\Delta$A=8–14，表明 r 过程（中子更富集一侧）。	R2 核素/希腊字母/单位
87	- 分支点：β 衰变半衰期与中子俘获时标相比时，可能产生**回路（loop）**。	- 分支点：$\beta$ 衰变半衰期与中子俘获时标相比时，可能产生**回路（loop）**。	R2 核素/希腊字母/单位
89	- **σ(n,γ)** 与 **t_β** 一并给出（对 s 过程分析至关重要）。	- **$\sigma$(n,$\gamma$)** 与 **t_$\beta$** 一并给出（对 s 过程分析至关重要）。	R2 核素/希腊字母/单位
100	- 由 Hoyle & Schwarzschild 计算：允许 ¹²C 合成。	- 由 Hoyle & Schwarzschild 计算：允许 $^{12}{\rm C}$ 合成。	R2 核素/希腊字母/单位
103	### (3) α Process	### (3) $\alpha$ Process	R2 核素/希腊字母/单位
107	- ⁴⁸Ti 合成需要 ~20 yr 从上一核生成。	- $^{48}{\rm Ti}$ 合成需要 ~20 yr 从上一核生成。	R2 核素/希腊字母/单位
112	| ε 过程 | 秒或分钟 | 超新星爆发前 |	| $\epsilon$ 过程 | 秒或分钟 | 超新星爆发前 |	R2 核素/希腊字母/单位
124	- 在 Se⁷⁸（β 半衰期 7×$10^{5}$ yr）处的 s 过程回路。	- 在 Se⁷⁸（$\beta$ 半衰期 7×$10^{5}$ yr）处的 s 过程回路。	R2 核素/希腊字母/单位
125	- 在 Fe 附近（σ=30 mb）的中子俘获半衰期：**~5×$10^{6}$ yr**。	- 在 Fe 附近（$\sigma$=30 mb）的中子俘获半衰期：**~5×$10^{6}$ yr**。	R2 核素/希腊字母/单位
129	- Sm¹⁴⁷（β 半衰期 80 yr）必须在 β 衰变前先俘获中子。	- Sm¹⁴⁷（$\beta$ 半衰期 80 yr）必须在 $\beta$ 衰变前先俘获中子。	R2 核素/希腊字母/单位
130	- 得到 t_γ(Sm¹⁴⁷) ≈ **5 yr**（在 A=150 附近）。	- 得到 t_$\gamma$(Sm¹⁴⁷) ≈ **5 yr**（在 A=150 附近）。	R2 核素/希腊字母/单位
139	图 II.4（P12）展示了各过程在一颗 ~1 M☉ 恒星中的内部温度随时间演化曲线：	图 II.4（P12）展示了各过程在一颗 ~1 $M_\odot$ 恒星中的内部温度随时间演化曲线：	R2 核素/希腊字母/单位
142	- α 过程：$10^{9}$ K（$10^{7}$ yr）	- $\alpha$ 过程：$10^{9}$ K（$10^{7}$ yr）	R2 核素/希腊字母/单位
143	- ε 过程：5×$10^{9}$ K（秒）	- $\epsilon$ 过程：5×$10^{9}$ K（秒）	R2 核素/希腊字母/单位
153	N(Kr⁸⁰)·λ_γ(Kr⁸⁰) = 0.92 · N(Se⁷⁸)·λ_γ(Se⁷⁸)	N(Kr⁸⁰)·$\lambda$_$\gamma$(Kr⁸⁰) = 0.92 · N(Se⁷⁸)·$\lambda$_$\gamma$(Se⁷⁸)	R2 核素/希腊字母/单位
154	N(Kr⁸²)·λ_γ(Kr⁸²) = λ_γ(Se⁸⁰)·N(Se⁸⁰) + λ_β(Kr⁸¹)·N(Kr⁸¹)	N(Kr⁸²)·$\lambda$_$\gamma$(Kr⁸²) = $\lambda$_$\gamma$(Se⁸⁰)·N(Se⁸⁰) + $\lambda$_$\beta$(Kr⁸¹)·N(Kr⁸¹)	R2 核素/希腊字母/单位
156	系数 0.92 来自 Se⁷⁸ 回路中 Br 的 β 衰变分支比（92%）。	系数 0.92 来自 Se⁷⁸ 回路中 Br 的 $\beta$ 衰变分支比（92%）。	R2 核素/希腊字母/单位
160	t_γ(Se⁷⁸) + t_β(Se⁷⁸) / t_γ(Kr⁸⁰)·λ_γ(Kr⁸⁰) = 0.92 / t_γ(Se⁷⁸)·λ_γ(Kr⁸⁰)	t_$\gamma$(Se⁷⁸) + t_$\beta$(Se⁷⁸) / t_$\gamma$(Kr⁸⁰)·$\lambda$_$\gamma$(Kr⁸⁰) = 0.92 / t_$\gamma$(Se⁷⁸)·$\lambda$_$\gamma$(Kr⁸⁰)	R2 核素/希腊字母/单位
164	t_γ(Se⁷⁸) ≈ 5×$10^{6}$ yr (在 A≈40 区)	t_$\gamma$(Se⁷⁸) ≈ 5×$10^{6}$ yr (在 A≈40 区)	R2 核素/希腊字母/单位
165	t_γ(Fe⁵⁶) ≈ 6×$10^{6}$ yr (按 σ 折算，σ=30 mb)	t_$\gamma$(Fe⁵⁶) ≈ 6×$10^{6}$ yr (按 $\sigma$ 折算，$\sigma$=30 mb)	R2 核素/希腊字母/单位
173	- 蟹状星云超新星：⁵⁶Ni → ⁵⁶Co 衰变链（~55 天 e-fold），暗示 Cf²⁵⁴ 自发裂变。	- 蟹状星云超新星：$^{56}{\rm Ni}$ → $^{56}{\rm Co}$ 衰变链（~55 天 e-fold），暗示 Cf²⁵⁴ 自发裂变。	R2 核素/希腊字母/单位
180	→ 通过 (n,γ) 截面与 β 衰变半衰期比值	→ 通过 (n,$\gamma$) 截面与 $\beta$ 衰变半衰期比值	R2 核素/希腊字母/单位
189	2. 稳态流 (σN=const) 判据在**今天**仍然是 s 过程理论的核心工具，本文首次将其系统化。	2. 稳态流 ($\sigma$N=const) 判据在**今天**仍然是 s 过程理论的核心工具，本文首次将其系统化。	R2 核素/希腊字母/单位
194	1. 作者对 r 过程"10–100 s"时间标度的论证依赖 Cf²⁵⁴ 自发裂变的假设，**今日已知 Cf²⁵⁴ 半衰期为 60.5 天，不是 r 过程核素的直接证据**——后来证实超新星中主要供能核素是 ⁵⁶Ni/⁵⁶Co（而非 Cf²⁵⁴）。这是 B²FH 论文中最著名的**历史误判**之一。	1. 作者对 r 过程"10–100 s"时间标度的论证依赖 Cf²⁵⁴ 自发裂变的假设，**今日已知 Cf²⁵⁴ 半衰期为 60.5 天，不是 r 过程核素的直接证据**——后来证实超新星中主要供能核素是 $^{56}{\rm Ni}$/$^{56}{\rm Co}$（而非 Cf²⁵⁴）。这是 B$^2$FH 论文中最著名的**历史误判**之一。	R2 核素/希腊字母/单位
196	3. s 过程的"$10^{3}$–$10^{7}$ yr"时间标度被**现代 AGB 星模型**验证（~$10^{4}$–$10^{5}$ yr），但中子源 ¹²C(α,n) 在现代 AGB 模型中是主要中子源，而非论文强调的 ²⁰Ne(α,n)。	3. s 过程的"$10^{3}$–$10^{7}$ yr"时间标度被**现代 AGB 星模型**验证（~$10^{4}$–$10^{5}$ yr），但中子源 $^{12}{\rm C}$($\alpha$,n) 在现代 AGB 模型中是主要中子源，而非论文强调的 $^{20}{\rm Ne}$($\alpha$,n)。	R2 核素/希腊字母/单位
1	> 本章属于：B²FH (1957) — *Synthesis of the Elements in Stars*	> 本章属于：B$^2$FH (1957) — *Synthesis of the Elements in Stars*	R2 核素/希腊字母/单位
9	[FACT] B²FH 1957 论文共包含约 27 张图，分布在 12 个章节中。本节选取其中最具代表性的 14 张（覆盖论文的丰度框架、核过程标识、s/r 过程动力学、ε 过程平衡、超新星应用等核心论据线），逐一分析其目的、元素、关键观察和物理意义。	[FACT] B$^2$FH 1957 论文共包含约 27 张图，分布在 12 个章节中。本节选取其中最具代表性的 14 张（覆盖论文的丰度框架、核过程标识、s/r 过程动力学、$\epsilon$ 过程平衡、超新星应用等核心论据线），逐一分析其目的、元素、关键观察和物理意义。	R2 核素/希腊字母/单位
18	- **物理意义**：[FACT] 此曲线是论文的"因变量"——所有 8 个合成过程的设计目标都是解释这条曲线的所有精细结构。铁峰指向 ε 统计平衡过程；双峰分别指向 r 过程（中子幻数 N=50, 82, 126）和 s 过程（质子幻数 Z=50, 82）；D-Li-Be-B 的低丰度指向 x 过程的特殊要求。	- **物理意义**：[FACT] 此曲线是论文的"因变量"——所有 8 个合成过程的设计目标都是解释这条曲线的所有精细结构。铁峰指向 $\epsilon$ 统计平衡过程；双峰分别指向 r 过程（中子幻数 N=50, 82, 126）和 s 过程（质子幻数 Z=50, 82）；D-Li-Be-B 的低丰度指向 x 过程的特殊要求。	R2 核素/希腊字母/单位
