219	[FACT] 10¹³ eV 处 Super-Kamiokande-I 探测器 (140) 给出了二维各向异性映射，统计显著性 $>5\sigma$，最大超额方向约 $\alpha = 75°$, $\delta = -5°$。	[FACT] $10^{13}$ eV 处 Super-Kamiokande-I 探测器 (140) 给出了二维各向异性映射，统计显著性 $>5\sigma$，最大超额方向约 $\alpha = 75°$, $\delta = -5°$。	R1 参数下标/科学记数法
232	[FACT] 太阳系相对于本地星际介质的运动产生 $\sim 4\times10^{-4}$ 的常数项，最大强度指向银河中心方向，但**与 10¹²–10¹⁴ eV 数据（指向反银心方向）不符**。	[FACT] 太阳系相对于本地星际介质的运动产生 $\sim 4\times10^{-4}$ 的常数项，最大强度指向银河中心方向，但**与 $10^{12}$–$10^{14}$ eV 数据（指向反银心方向）不符**。	R1 参数下标/科学记数法
263	[FACT] $\gamma$ 射线是确定 CO-H₂ 关系的重要独立方法。	[FACT] $\gamma$ 射线是确定 CO-$H_{2}$ 关系的重要独立方法。	R1 参数下标/科学记数法
271	| COS-B | 1975–1982 | 发现 CR 分布不跟随 SNR，CO-H₂ 关系 |	| COS-B | 1975–1982 | 发现 CR 分布不跟随 SNR，CO-$H_{2}$ 关系 |	R1 参数下标/科学记数法
302	[FACT] 可能的解决方案：H₂/CO 比随银心距增加，与银河系金属丰度梯度相关 (144)——可允许 CR 源跟随脉冲星示踪的 SNR 分布。	[FACT] 可能的解决方案：$H_{2}$/CO 比随银心距增加，与银河系金属丰度梯度相关 (144)——可允许 CR 源跟随脉冲星示踪的 SNR 分布。	R1 参数下标/科学记数法
306	[FACT] 但 H₂/CO 变化的幅度或其与金属丰度的关系尚不确定。	[FACT] 但 $H_{2}$/CO 变化的幅度或其与金属丰度的关系尚不确定。	R1 参数下标/科学记数法
340	- **点线**：从 $\gamma$ 射线推断（假设恒定 H₂/CO 关系）(144)	- **点线**：从 $\gamma$ 射线推断（假设恒定 $H_{2}$/CO 关系）(144)	R1 参数下标/科学记数法
343	脉冲星梯度比从 $\gamma$ 射线推断的大——暗示 $\gamma$ 射线推断可能受 H₂/CO 变化影响。	脉冲星梯度比从 $\gamma$ 射线推断的大——暗示 $\gamma$ 射线推断可能受 $H_{2}$/CO 变化影响。	R1 参数下标/科学记数法
352	基于修正模型（考虑 H₂/CO 随银心距变化）的银河系经度和纬度 $\gamma$ 射线剖面，与 EGRET 数据比较。	基于修正模型（考虑 $H_{2}$/CO 随银心距变化）的银河系经度和纬度 $\gamma$ 射线剖面，与 EGRET 数据比较。	R1 参数下标/科学记数法
361	考虑 H₂/CO 随银心距的变化（与金属丰度梯度相关），可解决 SNR 梯度与 $\gamma$ 射线推断之间的矛盾，允许 CR 源分布跟随 SNR/脉冲星示踪。	考虑 $H_{2}$/CO 随银心距的变化（与金属丰度梯度相关），可解决 SNR 梯度与 $\gamma$ 射线推断之间的矛盾，允许 CR 源分布跟随 SNR/脉冲星示踪。	R1 参数下标/科学记数法
59	| (144) Strong et al. (2004) | A&A 422:L47 | H₂/CO 梯度修正（Fig. 15, 16 数据源） |	| (144) Strong et al. (2004) | A&A 422:L47 | $H_{2}$/CO 梯度修正（Fig. 15, 16 数据源） |	R1 参数下标/科学记数法
37	| for instance | phr. | 举例 | 例如 | "GALPROP has known limitations, **for instance** no particle trajectory calculation above 10¹⁵ eV"（§2.10.4） | 给出说明性例子 |	| for instance | phr. | 举例 | 例如 | "GALPROP has known limitations, **for instance** no particle trajectory calculation above $10^{15}$ eV"（§2.10.4） | 给出说明性例子 |	R1 参数下标/科学记数法
42	| in contrast | phr. | 转折(对比) | 相反 | "**In contrast**, the plain-diffusion model (D ~ E^0.54) predicts too-large anisotropy at E > 10¹⁴ eV"（§3.5.5） | 直接对比两种立场 |	| in contrast | phr. | 转折(对比) | 相反 | "**In contrast**, the plain-diffusion model (D ~ E^0.54) predicts too-large anisotropy at E > $10^{14}$ eV"（§3.5.5） | 直接对比两种立场 |	R1 参数下标/科学记数法
99	| anisotropy | 各向异性 | CR 通量在空间上的方向性不均匀；本文测量幅度 $\delta \sim 10^{-3}$（10¹²–10¹⁴ eV） | §3.5 |	| anisotropy | 各向异性 | CR 通量在空间上的方向性不均匀；本文测量幅度 $\delta \sim 10^{-3}$（$10^{12}$–$10^{14}$ eV） | §3.5 |	R1 参数下标/科学记数法
11	Strong, Moskalenko 和 Ptuskin（2007）系统综述了银河系宇宙线在 ≤10¹⁵ eV 能区内的传播理论（以偏微分方程 (1) 为核心，涵盖扩散、对流、再加速、碎裂等物理过程）及其与所有可用观测数据（次级/初级比、放射性时钟、伽马射线、反质子、正电子、电子、同步辐射、各向异性）的系统比较，并推荐数值方法（GALPROP）作为当代标准，同时强调了多数据同时约束和自洽建模的方向。	Strong, Moskalenko 和 Ptuskin（2007）系统综述了银河系宇宙线在 ≤$10^{15}$ eV 能区内的传播理论（以偏微分方程 (1) 为核心，涵盖扩散、对流、再加速、碎裂等物理过程）及其与所有可用观测数据（次级/初级比、放射性时钟、伽马射线、反质子、正电子、电子、同步辐射、各向异性）的系统比较，并推荐数值方法（GALPROP）作为当代标准，同时强调了多数据同时约束和自洽建模的方向。	R1 参数下标/科学记数法
54	| 各向异性幅度（10¹²–10¹⁴ eV） | $\delta \sim 10^{-3}$ | §3.5 |	| 各向异性幅度（$10^{12}$–$10^{14}$ eV） | $\delta \sim 10^{-3}$ | §3.5 |	R1 参数下标/科学记数法
185	- [x] Systematics（截面不确定性、太阳调制、H₂/CO 关系）	- [x] Systematics（截面不确定性、太阳调制、$H_{2}$/CO 关系）	R1 参数下标/科学记数法
146	→ 饱和谱 → D(p) 的刚度依赖（K₁、K₂ 特征刚度）	→ 饱和谱 → D(p) 的刚度依赖（$K_{1}$、$K_{2}$ 特征刚度）	R1 参数下标/科学记数法
13	§III 描述定义 min/med/max 的统计方法——基于 Wechsler 等的最新 B/C 数据后验分布，从 10⁵ 个 SLIM 模型样本中按分位数选择。	§III 描述定义 min/med/max 的统计方法——基于 Wechsler 等的最新 B/C 数据后验分布，从 $10^{5}$ 个 SLIM 模型样本中按分位数选择。	R1 参数下标/科学记数法
46	| $\dot{E}_0$ | 2.11 | 2.11 | 2.11 | 10¹⁶ GeV/s |	| $\dot{E}_0$ | 2.11 | 2.11 | 2.11 | $10^{16}$ GeV/s |	R1 参数下标/科学记数法
